Year,Month,Region,Industry,Application,Bearing_Type,Sales_Channel,Buyer_Category,Buyer_Tier,Product_Class,Dealer_ID,Repeat_Order_Count,Order_Quantity,Price_Per_Unit,Revenue,Lead_Time,Inventory_Status,Warehouse,Competitor_Brand,Competitor_Price_Index,Failure_Risk_Score,Operating_Temperature_C,Contract_Length_Years,Machine_Age_Years
2022,10,East,Paper,Gearbox,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1036,3,53,10098955.91,535244663.17,1 Week,Stock Available,Kolkata,Chinese Imports,0.87,0.33,143.66,2,13
2025,1,West,Power,Rolling Mill,Others,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1493,1,184,2383787.21,438616847.12,1 Week,Stock-Out,Chennai,Schaeffler,0.83,0.66,132.74,1,15
2021,7,West,Steel,Crusher,Others,RFQ,Small Dealer,Other Buyer,Insurance Spare,1358,3,383,8411022.19,3221421500.38,1 Week,Stock Available,Bangalore,NRB,0.91,0.33,133.99,2,13
2022,12,South,Cement,Motor,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1084,2,154,3872885.05,596424297.95,16 Weeks,Stock Available,Bangalore,SKF,0.91,0.67,112.39,2,10
2023,7,East,Steel,Crusher,TRB,RFQ,Large Distributor,Top 20% Buyer,Stranger,1538,2,373,3341561.46,1246402425.7,1 Week,Stock Available,Chennai,Schaeffler,0.93,0.88,127.25,3,17
2023,9,East,Paper,Pump,Others,RFQ,PSU,Top 20% Buyer,Store Item,1343,1,243,13424757.46,3262216063.23,1 Week,Stock Available,Kolkata,NRB,1.04,0.6,117.61,2,9
2024,12,East,Power,Rolling Mill,Others,RFQ,PSU,Top 20% Buyer,Store Item,1170,4,320,3049239.05,975756497.11,1 Week,Stock Available,Mumbai,Chinese Imports,1.13,0.95,129.28,2,10
2025,11,East,Mining,Gearbox,Ball Bearing,RFQ,Small Dealer,Other Buyer,Insurance Spare,1019,4,212,5648300.6,1197439727.08,1 Week,Stock Available,Bangalore,SKF,0.73,0.6,110.73,2,15
2021,10,East,Steel,Gearbox,Ball Bearing,RFQ,Large Distributor,Other Buyer,Store Item,1302,4,213,2543995.79,541871103.1,1 Week,Stock Available,Mumbai,Chinese Imports,0.95,0.97,71.15,3,1
2021,11,East,Steel,Gearbox,Ball Bearing,Rate Contract,PSU,Other Buyer,Insurance Spare,1196,2,251,4258344.74,1068844529.94,1 Week,Stock Available,Mumbai,Chinese Imports,0.91,0.72,137.11,3,4
2021,12,North,Others,Screen,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1326,4,11,4396628.48,48362913.25,1 Week,Stock Available,Chennai,Schaeffler,0.71,0.65,93.76,2,16
2025,8,West,Paper,Screen,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1011,3,123,4901622.29,602899541.11,1 Week,Stock Available,Bangalore,Chinese Imports,1.11,0.83,57.88,3,11
2024,8,East,Steel,Pump,CRB,RFQ,Small Dealer,Other Buyer,Store Item,1360,2,35,9616018.41,336560644.34,4 Weeks,Stock Available,Chennai,SKF,0.75,0.01,159.19,2,6
2022,7,North,Steel,Motor,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1295,2,392,11138901.44,4366449365.64,1 Week,Stock Available,Delhi,NRB,0.76,0.26,65.39,2,9
2025,12,East,Steel,Screen,Others,RFQ,Large Distributor,Other Buyer,Stranger,1402,3,353,7660065.37,2704003074.26,4 Weeks,Stock Available,Mumbai,Chinese Imports,0.72,0.22,115.7,1,16
2025,11,East,Cement,Crusher,Others,RFQ,OEM,Other Buyer,Insurance Spare,1437,2,11,9157155.29,100728708.24,16 Weeks,Stock Available,Kolkata,Timken,0.8,0.11,140.96,1,4
2025,2,East,Mining,Rolling Mill,Others,RFQ,Small Dealer,Other Buyer,Store Item,1374,5,239,12199038.67,2915570243.09,16 Weeks,Stock Available,Mumbai,SKF,0.79,0.94,130.68,2,14
2025,12,East,Mining,Pump,Others,RFQ,Small Dealer,Other Buyer,Stranger,1499,2,391,14993409.94,5862423285.63,1 Week,Stock Available,Kolkata,NRB,0.87,0.13,62.52,1,11
2021,8,East,Power,Motor,TRB,RFQ,Small Dealer,Other Buyer,Store Item,1425,2,285,6847611.53,1951569287.45,4 Weeks,Stock Available,Chennai,Chinese Imports,1.03,0.26,67.18,3,11
2024,2,East,Paper,Crusher,Others,RFQ,Small Dealer,Other Buyer,Store Item,1043,3,293,14046519.98,4115630353.12,1 Week,Stock Available,Bangalore,SKF,0.73,0.34,60.84,2,3
2023,9,East,Power,Gearbox,Ball Bearing,RFQ,OEM,Other Buyer,Store Item,1108,3,99,7355571.78,728201606.28,1 Week,Stock-Out,Mumbai,SKF,1.13,0.62,50.16,2,1
2025,7,North,Steel,Screen,Others,RFQ,Large Distributor,Other Buyer,Store Item,1097,5,348,11730005.01,4082041742.57,4 Weeks,Stock Available,Delhi,Chinese Imports,0.86,0.77,79.66,1,12
2024,12,South,Power,Crusher,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1444,2,386,8598362.75,3318968020.84,1 Week,Stock-Out,Mumbai,Schaeffler,1.0,0.6,113.38,2,16
2024,4,East,Others,Motor,Others,Rate Contract,Small Dealer,Other Buyer,Store Item,1080,0,42,13260593.02,556944906.71,1 Week,Stock-Out,Kolkata,Schaeffler,0.71,0.75,64.21,1,8
2024,12,East,Mining,Pump,SRB,Rate Contract,OEM,Other Buyer,Insurance Spare,1217,2,370,6730570.08,2490310928.17,1 Week,Stock Available,Kolkata,SKF,0.88,0.4,175.92,3,1
2021,9,North,Power,Crusher,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1148,1,385,10437237.19,4018336316.94,1 Week,Stock Available,Kolkata,SKF,0.7,1.0,137.84,2,2
2023,2,East,Cement,Pump,Ball Bearing,RFQ,OEM,Other Buyer,Store Item,1075,7,130,6994749.64,909317452.64,4 Weeks,Stock Available,Bangalore,Chinese Imports,0.78,0.17,121.68,1,12
2025,12,East,Others,Gearbox,CRB,RFQ,Large Distributor,Other Buyer,Store Item,1062,2,264,12855416.74,3393830019.08,1 Week,Stock-Out,Delhi,NRB,0.92,0.4,135.4,2,14
2025,9,East,Power,Motor,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1393,3,180,14915530.41,2684795474.23,4 Weeks,Stock Available,Delhi,Schaeffler,0.97,0.83,101.03,1,17
2020,6,West,Steel,Motor,TRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1502,2,105,3649755.15,383224290.36,16 Weeks,Stock Available,Kolkata,Timken,0.78,0.25,105.79,1,7
2021,8,North,Others,Screen,Others,RFQ,Small Dealer,Other Buyer,Store Item,1366,2,321,7115105.47,2283948857.33,4 Weeks,Stock Available,Delhi,Timken,1.07,0.75,164.41,1,2
2021,12,East,Paper,Rolling Mill,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1477,3,197,1218886.95,240120728.39,4 Weeks,Stock Available,Delhi,Chinese Imports,0.79,0.36,141.07,3,13
2024,6,South,Steel,Motor,TRB,RFQ,PSU,Other Buyer,Store Item,1254,1,85,2114966.03,179772112.24,1 Week,Stock Available,Chennai,Chinese Imports,0.76,0.18,122.35,2,13
2025,4,South,Power,Crusher,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Stranger,1058,2,370,13937255.57,5156784560.04,1 Week,Stock Available,Delhi,Chinese Imports,0.87,0.4,173.03,2,6
2021,3,North,Power,Crusher,TRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1519,2,338,8154224.9,2756128017.15,1 Week,Stock Available,Kolkata,SKF,0.98,0.78,132.77,1,12
2023,6,East,Steel,Crusher,CRB,Rate Contract,PSU,Other Buyer,Stranger,1388,5,65,5926764.45,385239689.49,4 Weeks,Stock Available,Bangalore,SKF,1.19,0.11,95.82,2,16
2025,11,East,Others,Gearbox,Ball Bearing,RFQ,OEM,Other Buyer,Store Item,1425,4,133,10072251.08,1339609393.68,1 Week,Stock Available,Chennai,Timken,0.91,0.52,46.64,2,3
2024,8,North,Power,Motor,Others,Rate Contract,Large Distributor,Other Buyer,Stranger,1501,3,10,8402436.92,84024369.18,4 Weeks,Stock Available,Delhi,Chinese Imports,0.91,0.74,94.69,2,12
2023,5,East,Paper,Motor,TRB,RFQ,Large Distributor,Other Buyer,Store Item,1523,2,25,4330794.3,108269857.39,1 Week,Stock Available,Chennai,Schaeffler,0.73,0.75,169.47,2,16
2023,4,North,Steel,Crusher,Others,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1279,2,199,3399248.53,676450457.34,1 Week,Stock Available,Mumbai,Chinese Imports,1.08,0.39,46.25,1,9
2023,6,West,Power,Screen,Others,RFQ,Large Distributor,Other Buyer,Store Item,1044,4,343,8853612.64,3036789135.71,1 Week,Stock Available,Chennai,SKF,0.79,0.47,65.84,3,13
2022,12,East,Steel,Screen,Others,RFQ,Small Dealer,Other Buyer,Store Item,1180,3,32,2824015.14,90368484.4,4 Weeks,Stock Available,Chennai,SKF,1.07,0.86,153.22,2,12
2023,6,North,Mining,Motor,SRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1400,3,144,2087615.94,300616696.04,16 Weeks,Stock Available,Chennai,Chinese Imports,1.16,0.21,91.09,3,15
2024,12,North,Power,Motor,SRB,Rate Contract,OEM,Other Buyer,Insurance Spare,1373,2,325,4775840.7,1552148227.99,4 Weeks,Stock Available,Delhi,SKF,1.08,0.99,66.03,2,4
2025,8,South,Cement,Pump,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1233,5,239,12920121.49,3087909036.95,1 Week,Stock Available,Chennai,Timken,1.02,0.42,154.19,3,17
2024,4,North,Steel,Motor,Others,RFQ,Small Dealer,Other Buyer,Store Item,1185,2,97,552330.14,53576023.68,1 Week,Stock Available,Bangalore,Schaeffler,1.0,0.28,118.18,2,10
2024,12,West,Steel,Crusher,SRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1074,3,141,12499000.47,1762359066.79,1 Week,Stock Available,Delhi,SKF,0.93,0.0,116.78,2,16
2021,8,East,Steel,Rolling Mill,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1232,3,86,9314622.7,801057552.59,4 Weeks,Stock-Out,Kolkata,Chinese Imports,0.77,0.13,81.13,1,12
2023,11,East,Steel,Gearbox,SRB,RFQ,PSU,Other Buyer,Store Item,1167,4,322,605629.75,195012779.0,1 Week,Stock Available,Mumbai,Chinese Imports,1.09,0.76,134.52,1,6
2020,12,East,Cement,Motor,SRB,Rate Contract,Small Dealer,Other Buyer,Stranger,1534,5,369,9030599.66,3332291276.11,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.94,0.65,160.66,2,16
2021,2,North,Power,Motor,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1406,2,257,6390314.03,1642310705.84,1 Week,Stock Available,Delhi,Schaeffler,1.01,0.25,145.03,2,12
2024,2,East,Cement,Crusher,TRB,RFQ,Large Distributor,Other Buyer,Stranger,1229,3,232,12616920.48,2927125550.54,1 Week,Stock Available,Kolkata,Chinese Imports,0.89,0.93,125.74,3,6
2025,11,North,Power,Pump,Others,RFQ,OEM,Other Buyer,Store Item,1292,5,359,13607984.37,4885266389.55,4 Weeks,Stock Available,Mumbai,SKF,0.8,0.84,89.07,2,15
2020,5,East,Steel,Rolling Mill,SRB,RFQ,Large Distributor,Other Buyer,Stranger,1399,3,360,4297425.96,1547073344.97,4 Weeks,Stock Available,Chennai,NRB,1.1,0.27,159.67,3,4
2022,4,West,Steel,Motor,TRB,Rate Contract,OEM,Other Buyer,Insurance Spare,1037,4,239,11762558.77,2811251545.8,1 Week,Stock Available,Kolkata,Timken,0.87,0.33,119.26,2,5
2025,1,East,Steel,Screen,SRB,RFQ,OEM,Other Buyer,Store Item,1231,4,39,4647070.05,181235731.86,1 Week,Stock Available,Delhi,Schaeffler,1.13,0.18,164.54,2,17
2021,1,North,Paper,Screen,CRB,RFQ,PSU,Other Buyer,Store Item,1167,2,131,4434560.03,580927364.54,16 Weeks,Stock Available,Bangalore,Chinese Imports,1.18,0.64,75.59,2,4
2023,11,East,Cement,Screen,SRB,RFQ,Large Distributor,Top 20% Buyer,Insurance Spare,1284,4,343,2889607.41,991135339.93,4 Weeks,Stock Available,Mumbai,SKF,1.11,0.7,131.6,1,11
2024,3,West,Steel,Gearbox,Ball Bearing,RFQ,Large Distributor,Top 20% Buyer,Insurance Spare,1102,8,351,10177348.28,3572249247.92,4 Weeks,Stock Available,Kolkata,NRB,0.76,0.4,170.93,1,19
2024,8,South,Steel,Gearbox,CRB,RFQ,PSU,Top 20% Buyer,Store Item,1144,4,263,3925311.72,1032356981.83,1 Week,Stock Available,Bangalore,Chinese Imports,1.13,0.74,92.37,2,14
2021,10,East,Paper,Rolling Mill,TRB,RFQ,OEM,Other Buyer,Insurance Spare,1365,5,132,6972896.54,920422342.75,1 Week,Stock Available,Mumbai,Schaeffler,0.96,0.99,173.18,3,6
2022,7,East,Mining,Motor,SRB,RFQ,PSU,Other Buyer,Store Item,1152,2,57,12181928.83,694369943.14,1 Week,Stock Available,Kolkata,Schaeffler,0.82,0.61,94.94,1,10
2024,1,East,Cement,Motor,SRB,Rate Contract,OEM,Other Buyer,Insurance Spare,1421,3,104,11878700.95,1235384898.71,1 Week,Stock Available,Delhi,Chinese Imports,0.75,0.65,101.28,2,10
2023,11,South,Power,Motor,CRB,Rate Contract,Large Distributor,Other Buyer,Stranger,1318,2,198,12831644.92,2540665694.5,1 Week,Stock Available,Bangalore,Chinese Imports,0.84,0.37,152.9,2,18
2020,1,South,Steel,Gearbox,Others,RFQ,PSU,Other Buyer,Store Item,1484,1,244,2416001.26,589504306.7,1 Week,Stock-Out,Bangalore,Schaeffler,0.77,0.01,76.51,3,17
2024,11,East,Others,Rolling Mill,Others,RFQ,PSU,Other Buyer,Insurance Spare,1082,3,253,8803407.96,2227262213.51,16 Weeks,Stock Available,Kolkata,Schaeffler,0.71,0.95,138.82,3,2
2020,12,East,Mining,Motor,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1532,3,297,13722601.08,4075612520.48,1 Week,Stock Available,Kolkata,Chinese Imports,1.19,0.77,81.77,2,13
2024,8,East,Steel,Crusher,Others,RFQ,PSU,Other Buyer,Store Item,1287,4,211,630789.61,133096608.24,4 Weeks,Stock Available,Delhi,Schaeffler,1.12,0.7,123.13,2,12
2021,9,East,Paper,Pump,Ball Bearing,Rate Contract,PSU,Other Buyer,Stranger,1488,1,105,11917909.81,1251380530.46,16 Weeks,Stock Available,Delhi,Chinese Imports,1.07,0.03,148.63,2,5
2025,8,West,Mining,Screen,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1267,4,219,3693588.36,808895851.57,1 Week,Stock Available,Chennai,SKF,0.8,0.76,43.66,2,8
2022,7,East,Steel,Screen,SRB,RFQ,Large Distributor,Top 20% Buyer,Store Item,1078,2,304,10044817.14,3053624411.36,1 Week,Stock-Out,Kolkata,Timken,0.71,0.67,52.39,1,4
2022,12,North,Power,Crusher,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1375,6,68,10761086.96,731753913.57,1 Week,Stock Available,Delhi,Chinese Imports,0.94,0.57,170.81,2,3
2021,12,West,Steel,Motor,CRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1150,5,243,13883780.35,3373758625.28,4 Weeks,Stock Available,Kolkata,Timken,1.07,0.62,154.22,2,4
2022,6,South,Steel,Rolling Mill,Others,RFQ,Small Dealer,Other Buyer,Store Item,1014,2,128,7632010.98,976897406.0,4 Weeks,Stock Available,Delhi,SKF,1.18,0.92,162.78,2,9
2025,10,East,Mining,Rolling Mill,SRB,RFQ,PSU,Other Buyer,Store Item,1100,4,10,12723472.69,127234726.92,1 Week,Stock Available,Mumbai,Timken,1.12,0.01,101.45,1,8
2025,12,West,Steel,Gearbox,TRB,RFQ,Large Distributor,Other Buyer,Store Item,1387,2,229,679808.38,155676118.17,4 Weeks,Stock Available,Delhi,Schaeffler,1.15,0.16,140.29,2,11
2022,12,East,Paper,Motor,CRB,RFQ,Large Distributor,Other Buyer,Store Item,1034,7,329,6308164.88,2075386246.23,1 Week,Stock-Out,Delhi,SKF,0.82,0.89,179.76,3,15
2023,9,South,Others,Rolling Mill,TRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1350,4,153,6592806.35,1008699371.44,1 Week,Stock Available,Mumbai,SKF,0.78,0.01,100.55,1,11
2024,8,South,Steel,Motor,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1282,0,61,8074195.61,492525932.0,1 Week,Stock Available,Mumbai,SKF,0.82,0.9,158.55,3,16
2025,5,East,Power,Screen,Others,Rate Contract,Small Dealer,Other Buyer,Store Item,1524,6,160,7220127.87,1155220458.86,4 Weeks,Stock Available,Chennai,Chinese Imports,0.77,0.03,51.1,2,6
2023,12,West,Paper,Screen,SRB,RFQ,Large Distributor,Top 20% Buyer,Store Item,1164,1,89,14519424.09,1292228744.44,1 Week,Stock Available,Delhi,Chinese Imports,1.1,0.78,116.14,2,15
2022,3,South,Mining,Gearbox,Others,RFQ,Small Dealer,Other Buyer,Store Item,1427,3,28,1178130.42,32987651.79,1 Week,Stock Available,Mumbai,Chinese Imports,1.15,0.89,86.65,1,14
2022,9,East,Mining,Screen,Others,RFQ,Small Dealer,Other Buyer,Store Item,1257,3,119,3975279.33,473058240.06,1 Week,Stock Available,Chennai,SKF,0.85,0.61,113.23,2,16
2024,5,East,Steel,Motor,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1442,6,96,14529432.98,1394825565.75,1 Week,Stock Available,Chennai,NRB,1.14,0.64,55.97,1,14
2020,5,West,Power,Crusher,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Store Item,1119,6,335,6679560.38,2237652727.65,4 Weeks,Stock Available,Kolkata,SKF,0.73,0.05,91.48,3,4
2024,7,East,Power,Gearbox,Others,RFQ,PSU,Other Buyer,Stranger,1068,2,195,8567378.94,1670638892.47,1 Week,Stock-Out,Mumbai,SKF,1.04,0.21,50.71,2,10
2022,12,East,Others,Crusher,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1273,5,26,1215419.92,31600918.01,1 Week,Stock Available,Bangalore,Timken,0.96,0.9,103.43,2,15
2024,2,South,Steel,Motor,SRB,Rate Contract,PSU,Other Buyer,Store Item,1321,6,370,4260791.84,1576492979.84,4 Weeks,Stock Available,Mumbai,Chinese Imports,0.84,0.82,101.85,2,9
2020,9,West,Others,Gearbox,Others,Rate Contract,OEM,Other Buyer,Store Item,1361,4,38,594813.89,22602927.97,4 Weeks,Stock-Out,Mumbai,SKF,1.08,0.06,86.16,2,14
2023,2,East,Steel,Crusher,Ball Bearing,Rate Contract,OEM,Other Buyer,Store Item,1498,2,253,2062607.14,521839605.69,1 Week,Stock Available,Chennai,Schaeffler,0.81,0.81,172.76,3,19
2023,3,East,Others,Gearbox,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1203,7,378,9499736.93,3590900561.14,1 Week,Stock-Out,Mumbai,SKF,0.91,0.42,51.61,1,13
2024,8,East,Cement,Motor,TRB,RFQ,Small Dealer,Other Buyer,Stranger,1505,2,41,11454346.41,469628202.93,1 Week,Stock Available,Mumbai,Schaeffler,1.05,0.56,155.48,2,19
2020,9,East,Power,Rolling Mill,SRB,RFQ,OEM,Other Buyer,Store Item,1108,0,301,13051278.35,3928434783.38,4 Weeks,Stock Available,Chennai,Timken,0.87,0.11,89.69,2,5
2023,5,North,Cement,Gearbox,SRB,RFQ,Large Distributor,Top 20% Buyer,Insurance Spare,1264,3,339,3771995.65,1278706525.22,4 Weeks,Stock Available,Chennai,Schaeffler,1.13,0.4,67.9,1,7
2023,6,West,Steel,Rolling Mill,TRB,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1387,7,225,4992984.31,1123421469.64,1 Week,Stock Available,Kolkata,NRB,1.13,0.43,78.16,3,3
2023,2,East,Steel,Motor,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Stranger,1415,8,230,8540992.89,1964428363.71,4 Weeks,Stock Available,Kolkata,NRB,0.8,0.67,166.27,2,7
2024,6,East,Steel,Gearbox,TRB,Rate Contract,OEM,Top 20% Buyer,Store Item,1311,3,365,1255324.6,458193480.67,1 Week,Stock Available,Mumbai,Schaeffler,0.92,0.66,155.49,2,14
2024,12,East,Steel,Gearbox,Others,RFQ,Large Distributor,Other Buyer,Store Item,1251,6,303,12100781.63,3666536835.13,4 Weeks,Stock-Out,Mumbai,Timken,0.92,0.55,42.21,2,5
2025,12,South,Steel,Rolling Mill,Others,Rate Contract,Small Dealer,Other Buyer,Store Item,1387,3,282,7249401.55,2044331236.8,1 Week,Stock Available,Delhi,Timken,0.91,0.03,60.63,1,16
2022,6,East,Mining,Screen,SRB,Rate Contract,PSU,Other Buyer,Store Item,1202,5,351,14482614.67,5083397749.21,1 Week,Stock-Out,Bangalore,Schaeffler,0.95,0.16,134.5,2,1
2025,9,North,Cement,Rolling Mill,SRB,RFQ,Small Dealer,Other Buyer,Insurance Spare,1109,3,25,1759775.44,43994386.07,4 Weeks,Stock Available,Delhi,Chinese Imports,0.74,0.16,84.44,2,15
2023,12,North,Steel,Rolling Mill,CRB,RFQ,Small Dealer,Other Buyer,Stranger,1081,3,56,1999390.38,111965861.42,1 Week,Stock Available,Delhi,SKF,1.14,0.89,168.68,2,12
2020,1,East,Paper,Rolling Mill,CRB,RFQ,PSU,Other Buyer,Store Item,1192,3,264,5228685.32,1380372924.13,4 Weeks,Stock Available,Mumbai,Chinese Imports,0.84,0.9,150.11,2,14
2020,12,East,Cement,Motor,Others,RFQ,Small Dealer,Other Buyer,Insurance Spare,1138,4,331,3101464.72,1026584822.38,4 Weeks,Stock-Out,Chennai,Schaeffler,0.7,0.81,162.51,3,16
2022,12,East,Others,Pump,CRB,Rate Contract,Small Dealer,Other Buyer,Stranger,1220,2,212,10448864.37,2215159246.08,4 Weeks,Stock Available,Chennai,Chinese Imports,1.04,0.17,67.0,3,16
2024,2,East,Cement,Rolling Mill,SRB,RFQ,OEM,Other Buyer,Stranger,1188,4,378,14202158.99,5368416098.79,4 Weeks,Stock Available,Bangalore,Chinese Imports,1.03,0.84,61.1,2,4
2024,4,North,Steel,Gearbox,Ball Bearing,RFQ,PSU,Top 20% Buyer,Insurance Spare,1339,0,11,1348604.05,14834644.58,1 Week,Stock Available,Chennai,Chinese Imports,1.19,0.19,170.47,2,2
2024,12,East,Power,Crusher,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1477,5,173,3633575.31,628608528.15,4 Weeks,Stock-Out,Mumbai,Timken,1.06,0.55,96.59,2,7
2023,9,East,Cement,Screen,Others,RFQ,Small Dealer,Other Buyer,Store Item,1421,4,142,3568502.7,506727384.05,1 Week,Stock Available,Chennai,Schaeffler,0.87,0.73,98.2,2,5
2023,1,North,Steel,Rolling Mill,SRB,RFQ,PSU,Top 20% Buyer,Stranger,1196,5,194,7636115.6,1481406425.72,1 Week,Stock Available,Kolkata,Chinese Imports,1.18,0.05,135.84,1,7
2021,5,North,Steel,Rolling Mill,TRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1197,4,144,6780403.55,976378111.91,1 Week,Stock Available,Bangalore,SKF,0.88,0.6,95.64,2,2
2022,8,North,Steel,Screen,SRB,RFQ,PSU,Top 20% Buyer,Store Item,1323,4,351,10903004.02,3826954410.58,16 Weeks,Stock Available,Chennai,Chinese Imports,1.11,0.25,162.53,2,12
2023,11,North,Steel,Rolling Mill,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Store Item,1259,4,160,10989479.01,1758316641.14,1 Week,Stock Available,Chennai,Chinese Imports,0.87,0.5,174.27,1,1
2020,11,West,Power,Gearbox,SRB,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1198,3,62,8591334.04,532662710.58,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.72,0.38,86.55,2,3
2021,12,North,Power,Pump,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1136,7,188,8865350.25,1666685846.43,1 Week,Stock Available,Delhi,Timken,1.07,0.69,69.13,1,1
2023,5,East,Steel,Rolling Mill,CRB,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1345,3,258,12634752.16,3259766056.16,1 Week,Stock Available,Mumbai,NRB,0.88,0.49,50.54,1,3
2024,9,North,Cement,Screen,Others,RFQ,Small Dealer,Other Buyer,Store Item,1499,3,150,5954070.69,893110603.32,16 Weeks,Stock Available,Chennai,SKF,0.87,0.3,70.01,2,16
2025,9,South,Power,Rolling Mill,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1174,2,189,185183.73,34999725.11,1 Week,Stock Available,Kolkata,Chinese Imports,1.06,0.91,59.52,3,19
2025,7,South,Steel,Motor,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1488,5,182,3195485.81,581578417.43,4 Weeks,Stock-Out,Kolkata,Timken,0.86,0.96,44.08,3,8
2024,4,East,Steel,Gearbox,CRB,RFQ,PSU,Other Buyer,Store Item,1468,6,131,530470.25,69491602.2,1 Week,Stock Available,Delhi,NRB,0.76,0.8,46.53,2,19
2023,12,East,Steel,Gearbox,Others,RFQ,Small Dealer,Other Buyer,Store Item,1315,2,49,5902467.6,289220912.5,4 Weeks,Stock Available,Chennai,Chinese Imports,0.9,0.58,111.31,3,5
2024,12,East,Steel,Pump,TRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1379,3,194,5367560.07,1041306653.2,4 Weeks,Stock Available,Delhi,Chinese Imports,1.11,0.88,139.09,2,1
2024,8,East,Steel,Motor,CRB,RFQ,Large Distributor,Other Buyer,Store Item,1441,3,366,1479485.07,541491536.65,1 Week,Stock Available,Bangalore,NRB,0.77,0.6,177.66,2,13
2020,10,North,Steel,Motor,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Stranger,1132,1,370,11325393.66,4190395654.94,1 Week,Stock Available,Kolkata,Schaeffler,0.98,0.15,61.8,3,5
2022,5,West,Cement,Pump,CRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1026,1,197,8295928.89,1634297990.87,1 Week,Stock Available,Mumbai,Timken,0.77,0.02,137.75,1,19
2025,9,East,Power,Crusher,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1256,4,59,3385556.56,199747836.89,1 Week,Stock Available,Kolkata,Schaeffler,0.72,0.73,117.56,3,7
2022,11,South,Steel,Rolling Mill,Ball Bearing,RFQ,OEM,Other Buyer,Store Item,1355,2,298,11386900.77,3393296430.34,4 Weeks,Stock Available,Delhi,SKF,0.89,0.75,106.94,2,13
2023,9,North,Steel,Motor,SRB,RFQ,OEM,Other Buyer,Store Item,1235,1,264,10018981.16,2645011027.13,1 Week,Stock-Out,Mumbai,Chinese Imports,1.03,0.93,141.06,2,14
2023,12,South,Cement,Crusher,SRB,RFQ,Small Dealer,Other Buyer,Insurance Spare,1358,3,19,2873959.43,54605229.23,4 Weeks,Stock Available,Mumbai,Chinese Imports,0.84,0.82,73.41,2,18
2021,10,West,Paper,Crusher,SRB,RFQ,Small Dealer,Other Buyer,Insurance Spare,1270,2,153,14743325.64,2255728823.54,1 Week,Stock Available,Kolkata,Chinese Imports,0.92,0.64,83.58,1,14
2022,7,North,Mining,Gearbox,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1548,4,153,2661423.89,407197855.29,1 Week,Stock Available,Mumbai,Timken,0.95,0.19,93.85,2,13
2022,11,East,Power,Rolling Mill,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Store Item,1509,3,255,11575513.09,2951755838.3,1 Week,Stock-Out,Chennai,Chinese Imports,1.12,0.59,65.54,2,8
